atom_id,uc_id,type,FeO_coord,threshold,is_surface_after_pbc,n_pbc_uc,total_interactions,excluded_due_to_pbc,x,y,z
0,0,FeA,0,4,0,24,5,1,0,42.48,31.86
1,0,FeA,0,4,0,24,6,1,3.54,42.48,31.86
2,0,FeA,0,4,0,24,6,1,7.08,42.48,31.86
3,0,FeA,0,4,0,24,6,1,10.62,42.48,31.86
4,0,FeA,0,4,0,24,6,1,14.16,42.48,31.86
5,0,FeA,0,4,0,24,6,1,17.7,42.48,31.86
6,0,FeA,0,4,0,24,6,1,21.24,42.48,31.86
7,0,FeA,0,4,0,24,6,1,24.78,42.48,31.86
8,0,FeA,0,4,0,24,6,1,28.32,42.48,31.86
9,0,FeA,0,4,0,24,6,1,31.86,42.48,31.86
10,0,FeA,0,4,0,24,6,1,35.4,42.48,31.86
11,0,FeA,0,4,0,24,6,1,38.94,42.48,31.86
12,0,FeA,0,4,0,24,6,1,42.48,42.48,31.86
13,0,FeA,0,4,0,24,6,1,46.02,42.48,31.86
14,0,FeA,0,4,0,24,6,1,49.56,42.48,31.86
15,0,FeA,0,4,0,24,6,1,53.1,42.48,31.86
16,0,FeA,0,4,0,24,6,1,56.64,42.48,31.86
17,0,FeA,0,4,0,24,6,1,60.18,42.48,31.86
18,0,FeA,0,4,0,24,6,1,63.72,42.48,31.86
19,0,FeA,0,4,0,24,6,1,67.26,42.48,31.86
20,0,FeA,0,4,0,24,6,1,70.8,42.48,31.86
21,0,FeA,0,4,0,24,5,1,74.34,42.48,31.86
22,0,FeA,0,4,0,24,5,1,0,46.02,31.86
23,0,FeA,0,4,0,24,6,1,3.54,46.02,31.86
24,0,FeA,0,4,0,24,6,1,7.08,46.02,31.86
25,0,FeA,0,4,0,24,6,1,10.62,46.02,31.86
26,0,FeA,0,4,0,24,6,1,14.16,46.02,31.86
27,0,FeA,0,4,0,24,6,1,17.7,46.02,31.86
28,0,FeA,0,4,0,24,6,1,21.24,46.02,31.86
29,0,FeA,0,4,0,24,6,1,24.78,46.02,31.86
30,0,FeA,0,4,0,24,6,1,28.32,46.02,31.86
31,0,FeA,0,4,0,24,6,1,31.86,46.02,31.86
32,0,FeA,0,4,0,24,6,1,35.4,46.02,31.86
33,0,FeA,0,4,0,24,6,1,38.94,46.02,31.86
34,0,FeA,0,4,0,24,6,1,42.48,46.02,31.86
35,0,FeA,0,4,0,24,6,1,46.02,46.02,31.86
36,0,FeA,0,4,0,24,6,1,49.56,46.02,31.86
37,0,FeA,0,4,0,24,6,1,53.1,46.02,31.86
38,0,FeA,0,4,0,24,6,1,56.64,46.02,31.86
39,0,FeA,0,4,0,24,6,1,60.18,46.02,31.86
40,0,FeA,0,4,0,24,6,1,63.72,46.02,31.86
41,0,FeA,0,4,0,24,6,1,67.26,46.02,31.86
42,0,FeA,0,4,0,24,6,1,70.8,46.02,31.86
43,0,FeA,0,4,0,24,5,1,74.34,46.02,31.86
44,0,FeA,0,4,0,24,5,1,0,49.56,31.86
45,0,FeA,0,4,0,24,6,1,3.54,49.56,31.86
46,0,FeA,0,4,0,24,6,1,7.08,49.56,31.86
47,0,FeA,0,4,0,24,6,1,10.62,49.56,31.86
48,0,FeA,0,4,0,24,6,1,14.16,49.56,31.86
49,0,FeA,0,4,0,24,6,1,17.7,49.56,31.86
50,0,FeA,0,4,0,24,6,1,21.24,49.56,31.86
51,0,FeA,0,4,0,24,6,1,24.78,49.56,31.86
52,0,FeA,0,4,0,24,6,1,28.32,49.56,31.86
53,0,FeA,0,4,0,24,6,1,31.86,49.56,31.86
54,0,FeA,0,4,0,24,6,1,35.4,49.56,31.86
55,0,FeA,0,4,0,24,6,1,38.94,49.56,31.86
56,0,FeA,0,4,0,24,6,1,42.48,49.56,31.86
57,0,FeA,0,4,0,24,6,1,46.02,49.56,31.86
58,0,FeA,0,4,0,24,6,1,49.56,49.56,31.86
59,0,FeA,0,4,0,24,6,1,53.1,49.56,31.86
60,0,FeA,0,4,0,24,6,1,56.64,49.56,31.86
61,0,FeA,0,4,0,24,6,1,60.18,49.56,31.86
62,0,FeA,0,4,0,24,6,1,63.72,49.56,31.86
63,0,FeA,0,4,0,24,6,1,67.26,49.56,31.86
64,0,FeA,0,4,0,24,6,1,70.8,49.56,31.86
65,0,FeA,0,4,0,24,5,1,74.34,49.56,31.86
66,0,FeA,0,4,0,24,5,1,0,53.1,31.86
67,0,FeA,0,4,0,24,6,1,3.54,53.1,31.86
68,0,FeA,0,4,0,24,6,1,7.08,53.1,31.86
69,0,FeA,0,4,0,24,6,1,10.62,53.1,31.86
70,0,FeA,0,4,0,24,6,1,14.16,53.1,31.86
71,0,FeA,0,4,0,24,6,1,17.7,53.1,31.86
72,0,FeA,0,4,0,24,6,1,21.24,53.1,31.86
73,0,FeA,0,4,0,24,6,1,24.78,53.1,31.86
74,0,FeA,0,4,0,24,6,1,28.32,53.1,31.86
75,0,FeA,0,4,0,24,6,1,31.86,53.1,31.86
76,0,FeA,0,4,0,24,6,1,35.4,53.1,31.86
77,0,FeA,0,4,0,24,6,1,38.94,53.1,31.86
78,0,FeA,0,4,0,24,6,1,42.48,53.1,31.86
79,0,FeA,0,4,0,24,6,1,46.02,53.1,31.86
80,0,FeA,0,4,0,24,6,1,49.56,53.1,31.86
81,0,FeA,0,4,0,24,6,1,53.1,53.1,31.86
82,0,FeA,0,4,0,24,6,1,56.64,53.1,31.86
83,0,FeA,0,4,0,24,6,1,60.18,53.1,31.86
84,0,FeA,0,4,0,24,6,1,63.72,53.1,31.86
85,0,FeA,0,4,0,24,6,1,67.26,53.1,31.86
86,0,FeA,0,4,0,24,6,1,70.8,53.1,31.86
87,0,FeA,0,4,0,24,5,1,74.34,53.1,31.86
88,0,FeA,0,4,0,24,5,1,0,56.64,31.86
89,0,FeA,0,4,0,24,6,1,3.54,56.64,31.86
90,0,FeA,0,4,0,24,6,1,7.08,56.64,31.86
91,0,FeA,0,4,0,24,6,1,10.62,56.64,31.86
92,0,FeA,0,4,0,24,6,1,14.16,56.64,31.86
93,0,FeA,0,4,0,24,6,1,17.7,56.64,31.86
94,0,FeA,0,4,0,24,6,1,21.24,56.64,31.86
95,0,FeA,0,4,0,24,6,1,24.78,56.64,31.86
96,0,FeA,0,4,0,24,6,1,28.32,56.64,31.86
97,0,FeA,0,4,0,24,6,1,31.86,56.64,31.86
98,0,FeA,0,4,0,24,6,1,35.4,56.64,31.86
99,0,FeA,0,4,0,24,6,1,38.94,56.64,31.86
100,0,FeA,0,4,0,24,6,1,42.48,56.64,31.86
101,0,FeA,0,4,0,24,6,1,46.02,56.64,31.86
102,0,FeA,0,4,0,24,6,1,49.56,56.64,31.86
103,0,FeA,0,4,0,24,6,1,53.1,56.64,31.86
104,0,FeA,0,4,0,24,6,1,56.64,56.64,31.86
105,0,FeA,0,4,0,24,6,1,60.18,56.64,31.86
106,0,FeA,0,4,0,24,6,1,63.72,56.64,31.86
107,0,FeA,0,4,0,24,6,1,67.26,56.64,31.86
108,0,FeA,0,4,0,24,6,1,70.8,56.64,31.86
109,0,FeA,0,4,0,24,5,1,74.34,56.64,31.86
110,0,FeA,0,4,0,24,5,1,0,60.18,31.86
111,0,FeA,0,4,0,24,6,1,3.54,60.18,31.86
112,0,FeA,0,4,0,24,6,1,7.08,60.18,31.86
113,0,FeA,0,4,0,24,6,1,10.62,60.18,31.86
114,0,FeA,0,4,0,24,6,1,14.16,60.18,31.86
115,0,FeA,0,4,0,24,6,1,17.7,60.18,31.86
116,0,FeA,0,4,0,24,6,1,21.24,60.18,31.86
117,0,FeA,0,4,0,24,6,1,24.78,60.18,31.86
118,0,FeA,0,4,0,24,6,1,28.32,60.18,31.86
119,0,FeA,0,4,0,24,6,1,31.86,60.18,31.86
120,0,FeA,0,4,0,24,6,1,35.4,60.18,31.86
121,0,FeA,0,4,0,24,6,1,38.94,60.18,31.86
122,0,FeA,0,4,0,24,6,1,42.48,60.18,31.86
123,0,FeA,0,4,0,24,6,1,46.02,60.18,31.86
124,0,FeA,0,4,0,24,6,1,49.56,60.18,31.86
125,0,FeA,0,4,0,24,6,1,53.1,60.18,31.86
126,0,FeA,0,4,0,24,6,1,56.64,60.18,31.86
127,0,FeA,0,4,0,24,6,1,60.18,60.18,31.86
128,0,FeA,0,4,0,24,6,1,63.72,60.18,31.86
129,0,FeA,0,4,0,24,6,1,67.26,60.18,31.86
130,0,FeA,0,4,0,24,6,1,70.8,60.18,31.86
131,0,FeA,0,4,0,24,5,1,74.34,60.18,31.86
132,0,FeA,0,4,0,24,5,1,0,63.72,31.86
133,0,FeA,0,4,0,24,6,1,3.54,63.72,31.86
134,0,FeA,0,4,0,24,6,1,7.08,63.72,31.86
135,0,FeA,0,4,0,24,6,1,10.62,63.72,31.86
136,0,FeA,0,4,0,24,6,1,14.16,63.72,31.86
137,0,FeA,0,4,0,24,6,1,17.7,63.72,31.86
138,0,FeA,0,4,0,24,6,1,21.24,63.72,31.86
139,0,FeA,0,4,0,24,6,1,24.78,63.72,31.86
140,0,FeA,0,4,0,24,6,1,28.32,63.72,31.86
141,0,FeA,0,4,0,24,6,1,31.86,63.72,31.86
142,0,FeA,0,4,0,24,6,1,35.4,63.72,31.86
143,0,FeA,0,4,0,24,6,1,38.94,63.72,31.86
144,0,FeA,0,4,0,24,6,1,42.48,63.72,31.86
145,0,FeA,0,4,0,24,6,1,46.02,63.72,31.86
146,0,FeA,0,4,0,24,6,1,49.56,63.72,31.86
147,0,FeA,0,4,0,24,6,1,53.1,63.72,31.86
148,0,FeA,0,4,0,24,6,1,56.64,63.72,31.86
149,0,FeA,0,4,0,24,6,1,60.18,63.72,31.86
150,0,FeA,0,4,0,24,6,1,63.72,63.72,31.86
151,0,FeA,0,4,0,24,6,1,67.26,63.72,31.86
152,0,FeA,0,4,0,24,6,1,70.8,63.72,31.86
153,0,FeA,0,4,0,24,5,1,74.34,63.72,31.86
154,0,FeA,0,4,0,24,5,1,0,67.26,31.86
155,0,FeA,0,4,0,24,6,1,3.54,67.26,31.86
156,0,FeA,0,4,0,24,6,1,7.08,67.26,31.86
157,0,FeA,0,4,0,24,6,1,10.62,67.26,31.86
158,0,FeA,0,4,0,24,6,1,14.16,67.26,31.86
159,0,FeA,0,4,0,24,6,1,17.7,67.26,31.86
160,0,FeA,0,4,0,24,6,1,21.24,67.26,31.86
161,0,FeA,0,4,0,24,6,1,24.78,67.26,31.86
162,0,FeA,0,4,0,24,6,1,28.32,67.26,31.86
163,0,FeA,0,4,0,24,6,1,31.86,67.26,31.86
164,0,FeA,0,4,0,24,6,1,35.4,67.26,31.86
165,0,FeA,0,4,0,24,6,1,38.94,67.26,31.86
166,0,FeA,0,4,0,24,6,1,42.48,67.26,31.86
167,0,FeA,0,4,0,24,6,1,46.02,67.26,31.86
168,0,FeA,0,4,0,24,6,1,49.56,67.26,31.86
169,0,FeA,0,4,0,24,6,1,53.1,67.26,31.86
170,0,FeA,0,4,0,24,6,1,56.64,67.26,31.86
171,0,FeA,0,4,0,24,6,1,60.18,67.26,31.86
172,0,FeA,0,4,0,24,6,1,63.72,67.26,31.86
173,0,FeA,0,4,0,24,6,1,67.26,67.26,31.86
174,0,FeA,0,4,0,24,6,1,70.8,67.26,31.86
175,0,FeA,0,4,0,24,5,1,74.34,67.26,31.86
176,0,FeA,0,4,0,24,5,1,0,70.8,31.86
177,0,FeA,0,4,0,24,6,1,3.54,70.8,31.86
178,0,FeA,0,4,0,24,6,1,7.08,70.8,31.86
179,0,FeA,0,4,0,24,6,1,10.62,70.8,31.86
180,0,FeA,0,4,0,24,6,1,14.16,70.8,31.86
181,0,FeA,0,4,0,24,6,1,17.7,70.8,31.86
182,0,FeA,0,4,0,24,6,1,21.24,70.8,31.86
183,0,FeA,0,4,0,24,6,1,24.78,70.8,31.86
184,0,FeA,0,4,0,24,6,1,28.32,70.8,31.86
185,0,FeA,0,4,0,24,6,1,31.86,70.8,31.86
186,0,FeA,0,4,0,24,6,1,35.4,70.8,31.86
187,0,FeA,0,4,0,24,6,1,38.94,70.8,31.86
188,0,FeA,0,4,0,24,6,1,42.48,70.8,31.86
189,0,FeA,0,4,0,24,6,1,46.02,70.8,31.86
190,0,FeA,0,4,0,24,6,1,49.56,70.8,31.86
191,0,FeA,0,4,0,24,6,1,53.1,70.8,31.86
192,0,FeA,0,4,0,24,6,1,56.64,70.8,31.86
193,0,FeA,0,4,0,24,6,1,60.18,70.8,31.86
194,0,FeA,0,4,0,24,6,1,63.72,70.8,31.86
195,0,FeA,0,4,0,24,6,1,67.26,70.8,31.86
196,0,FeA,0,4,0,24,6,1,70.8,70.8,31.86
197,0,FeA,0,4,0,24,5,1,74.34,70.8,31.86
198,0,FeA,0,4,0,24,4,1,0,74.34,31.86
199,0,FeA,0,4,0,24,5,1,3.54,74.34,31.86
200,0,FeA,0,4,0,24,5,1,7.08,74.34,31.86
201,0,FeA,0,4,0,24,5,1,10.62,74.34,31.86
202,0,FeA,0,4,0,24,5,1,14.16,74.34,31.86
203,0,FeA,0,4,0,24,5,1,17.7,74.34,31.86
204,0,FeA,0,4,0,24,5,1,21.24,74.34,31.86
205,0,FeA,0,4,0,24,5,1,24.78,74.34,31.86
206,0,FeA,0,4,0,24,5,1,28.32,74.34,31.86
207,0,FeA,0,4,0,24,5,1,31.86,74.34,31.86
208,0,FeA,0,4,0,24,5,1,35.4,74.34,31.86
209,0,FeA,0,4,0,24,5,1,38.94,74.34,31.86
210,0,FeA,0,4,0,24,5,1,42.48,74.34,31.86
211,0,FeA,0,4,0,24,5,1,46.02,74.34,31.86
212,0,FeA,0,4,0,24,5,1,49.56,74.34,31.86
213,0,FeA,0,4,0,24,5,1,53.1,74.34,31.86
214,0,FeA,0,4,0,24,5,1,56.64,74.34,31.86
215,0,FeA,0,4,0,24,5,1,60.18,74.34,31.86
216,0,FeA,0,4,0,24,5,1,63.72,74.34,31.86
217,0,FeA,0,4,0,24,5,1,67.26,74.34,31.86
218,0,FeA,0,4,0,24,5,1,70.8,74.34,31.86
219,0,FeA,0,4,0,24,4,1,74.34,74.34,31.86
220,0,FeA,0,4,0,24,5,1,0,42.48,35.4
221,0,FeA,0,4,0,24,6,1,3.54,42.48,35.4
222,0,FeA,0,4,0,24,6,1,7.08,42.48,35.4
223,0,FeA,0,4,0,24,6,1,10.62,42.48,35.4
224,0,FeA,0,4,0,24,6,1,14.16,42.48,35.4
225,0,FeA,0,4,0,24,6,1,17.7,42.48,35.4
226,0,FeA,0,4,0,24,6,1,21.24,42.48,35.4
227,0,FeA,0,4,0,24,6,1,24.78,42.48,35.4
228,0,FeA,0,4,0,24,6,1,28.32,42.48,35.4
229,0,FeA,0,4,0,24,6,1,31.86,42.48,35.4
230,0,FeA,0,4,0,24,6,1,35.4,42.48,35.4
231,0,FeA,0,4,0,24,6,1,38.94,42.48,35.4
232,0,FeA,0,4,0,24,6,1,42.48,42.48,35.4
233,0,FeA,0,4,0,24,6,1,46.02,42.48,35.4
234,0,FeA,0,4,0,24,6,1,49.56,42.48,35.4
235,0,FeA,0,4,0,24,6,1,53.1,42.48,35.4
236,0,FeA,0,4,0,24,6,1,56.64,42.48,35.4
237,0,FeA,0,4,0,24,6,1,60.18,42.48,35.4
238,0,FeA,0,4,0,24,6,1,63.72,42.48,35.4
239,0,FeA,0,4,0,24,6,1,67.26,42.48,35.4
240,0,FeA,0,4,0,24,6,1,70.8,42.48,35.4
241,0,FeA,0,4,0,24,5,1,74.34,42.48,35.4
242,0,FeA,0,4,0,24,5,1,0,46.02,35.4
243,0,FeA,0,4,0,24,6,1,3.54,46.02,35.4
244,0,FeA,0,4,0,24,6,1,7.08,46.02,35.4
245,0,FeA,0,4,0,24,6,1,10.62,46.02,35.4
246,0,FeA,0,4,0,24,6,1,14.16,46.02,35.4
247,0,FeA,0,4,0,24,6,1,17.7,46.02,35.4
248,0,FeA,0,4,0,24,6,1,21.24,46.02,35.4
249,0,FeA,0,4,0,24,6,1,24.78,46.02,35.4
250,0,FeA,0,4,0,24,6,1,28.32,46.02,35.4
251,0,FeA,0,4,0,24,6,1,31.86,46.02,35.4
252,0,FeA,0,4,0,24,6,1,35.4,46.02,35.4
253,0,FeA,0,4,0,24,6,1,38.94,46.02,35.4
254,0,FeA,0,4,0,24,6,1,42.48,46.02,35.4
255,0,FeA,0,4,0,24,6,1,46.02,46.02,35.4
256,0,FeA,0,4,0,24,6,1,49.56,46.02,35.4
257,0,FeA,0,4,0,24,6,1,53.1,46.02,35.4
258,0,FeA,0,4,0,24,6,1,56.64,46.02,35.4
259,0,FeA,0,4,0,24,6,1,60.18,46.02,35.4
260,0,FeA,0,4,0,24,6,1,63.72,46.02,35.4
261,0,FeA,0,4,0,24,6,1,67.26,46.02,35.4
262,0,FeA,0,4,0,24,6,1,70.8,46.02,35.4
263,0,FeA,0,4,0,24,5,1,74.34,46.02,35.4
264,0,FeA,0,4,0,24,5,1,0,49.56,35.4
265,0,FeA,0,4,0,24,6,1,3.54,49.56,35.4
266,0,FeA,0,4,0,24,6,1,7.08,49.56,35.4
267,0,FeA,0,4,0,24,6,1,10.62,49.56,35.4
268,0,FeA,0,4,0,24,6,1,14.16,49.56,35.4
269,0,FeA,0,4,0,24,6,1,17.7,49.56,35.4
270,0,FeA,0,4,0,24,6,1,21.24,49.56,35.4
271,0,FeA,0,4,0,24,6,1,24.78,49.56,35.4
272,0,FeA,0,4,0,24,6,1,28.32,49.56,35.4
273,0,FeA,0,4,0,24,6,1,31.86,49.56,35.4
274,0,FeA,0,4,0,24,6,1,35.4,49.56,35.4
275,0,FeA,0,4,0,24,6,1,38.94,49.56,35.4
276,0,FeA,0,4,0,24,6,1,42.48,49.56,35.4
277,0,FeA,0,4,0,24,6,1,46.02,49.56,35.4
278,0,FeA,0,4,0,24,6,1,49.56,49.56,35.4
279,0,FeA,0,4,0,24,6,1,53.1,49.56,35.4
280,0,FeA,0,4,0,24,6,1,56.64,49.56,35.4
281,0,FeA,0,4,0,24,6,1,60.18,49.56,35.4
282,0,FeA,0,4,0,24,6,1,63.72,49.56,35.4
283,0,FeA,0,4,0,24,6,1,67.26,49.56,35.4
284,0,FeA,0,4,0,24,6,1,70.8,49.56,35.4
285,0,FeA,0,4,0,24,5,1,74.34,49.56,35.4
286,0,FeA,0,4,0,24,5,1,0,53.1,35.4
287,0,FeA,0,4,0,24,6,1,3.54,53.1,35.4
288,0,FeA,0,4,0,24,6,1,7.08,53.1,35.4
289,0,FeA,0,4,0,24,6,1,10.62,53.1,35.4
290,0,FeA,0,4,0,24,6,1,14.16,53.1,35.4
291,0,FeA,0,4,0,24,6,1,17.7,53.1,35.4
292,0,FeA,0,4,0,24,6,1,21.24,53.1,35.4
293,0,FeA,0,4,0,24,6,1,24.78,53.1,35.4
294,0,FeA,0,4,0,24,6,1,28.32,53.1,35.4
295,0,FeA,0,4,0,24,6,1,31.86,53.1,35.4
296,0,FeA,0,4,0,24,6,1,35.4,53.1,35.4
297,0,FeA,0,4,0,24,6,1,38.94,53.1,35.4
298,0,FeA,0,4,0,24,6,1,42.48,53.1,35.4
299,0,FeA,0,4,0,24,6,1,46.02,53.1,35.4
300,0,FeA,0,4,0,24,6,1,49.56,53.1,35.4
301,0,FeA,0,4,0,24,6,1,53.1,53.1,35.4
302,0,FeA,0,4,0,24,6,1,56.64,53.1,35.4
303,0,FeA,0,4,0,24,6,1,60.18,53.1,35.4
304,0,FeA,0,4,0,24,6,1,63.72,53.1,35.4
305,0,FeA,0,4,0,24,6,1,67.26,53.1,35.4
306,0,FeA,0,4,0,24,6,1,70.8,53.1,35.4
307,0,FeA,0,4,0,24,5,1,74.34,53.1,35.4
308,0,FeA,0,4,0,24,5,1,0,56.64,35.4
309,0,FeA,0,4,0,24,6,1,3.54,56.64,35.4
310,0,FeA,0,4,0,24,6,1,7.08,56.64,35.4
311,0,FeA,0,4,0,24,6,1,10.62,56.64,35.4
312,0,FeA,0,4,0,24,6,1,14.16,56.64,35.4
313,0,FeA,0,4,0,24,6,1,17.7,56.64,35.4
314,0,FeA,0,4,0,24,6,1,21.24,56.64,35.4
315,0,FeA,0,4,0,24,6,1,24.78,56.64,35.4
316,0,FeA,0,4,0,24,6,1,28.32,56.64,35.4
317,0,FeA,0,4,0,24,6,1,31.86,56.64,35.4
318,0,FeA,0,4,0,24,6,1,35.4,56.64,35.4
319,0,FeA,0,4,0,24,6,1,38.94,56.64,35.4
320,0,FeA,0,4,0,24,6,1,42.48,56.64,35.4
321,0,FeA,0,4,0,24,6,1,46.02,56.64,35.4
322,0,FeA,0,4,0,24,6,1,49.56,56.64,35.4
323,0,FeA,0,4,0,24,6,1,53.1,56.64,35.4
324,0,FeA,0,4,0,24,6,1,56.64,56.64,35.4
325,0,FeA,0,4,0,24,6,1,60.18,56.64,35.4
326,0,FeA,0,4,0,24,6,1,63.72,56.64,35.4
327,0,FeA,0,4,0,24,6,1,67.26,56.64,35.4
328,0,FeA,0,4,0,24,6,1,70.8,56.64,35.4
329,0,FeA,0,4,0,24,5,1,74.34,56.64,35.4
330,0,FeA,0,4,0,24,5,1,0,60.18,35.4
331,0,FeA,0,4,0,24,6,1,3.54,60.18,35.4
332,0,FeA,0,4,0,24,6,1,7.08,60.18,35.4
333,0,FeA,0,4,0,24,6,1,10.62,60.18,35.4
334,0,FeA,0,4,0,24,6,1,14.16,60.18,35.4
335,0,FeA,0,4,0,24,6,1,17.7,60.18,35.4
336,0,FeA,0,4,0,24,6,1,21.24,60.18,35.4
337,0,FeA,0,4,0,24,6,1,24.78,60.18,35.4
338,0,FeA,0,4,0,24,6,1,28.32,60.18,35.4
339,0,FeA,0,4,0,24,6,1,31.86,60.18,35.4
340,0,FeA,0,4,0,24,6,1,35.4,60.18,35.4
341,0,FeA,0,4,0,24,6,1,38.94,60.18,35.4
342,0,FeA,0,4,0,24,6,1,42.48,60.18,35.4
343,0,FeA,0,4,0,24,6,1,46.02,60.18,35.4
344,0,FeA,0,4,0,24,6,1,49.56,60.18,35.4
345,0,FeA,0,4,0,24,6,1,53.1,60.18,35.4
346,0,FeA,0,4,0,24,6,1,56.64,60.18,35.4
347,0,FeA,0,4,0,24,6,1,60.18,60.18,35.4
348,0,FeA,0,4,0,24,6,1,63.72,60.18,35.4
349,0,FeA,0,4,0,24,6,1,67.26,60.18,35.4
350,0,FeA,0,4,0,24,6,1,70.8,60.18,35.4
351,0,FeA,0,4,0,24,5,1,74.34,60.18,35.4
352,0,FeA,0,4,0,24,5,1,0,63.72,35.4
353,0,FeA,0,4,0,24,6,1,3.54,63.72,35.4
354,0,FeA,0,4,0,24,6,1,7.08,63.72,35.4
355,0,FeA,0,4,0,24,6,1,10.62,63.72,35.4
356,0,FeA,0,4,0,24,6,1,14.16,63.72,35.4
357,0,FeA,0,4,0,24,6,1,17.7,63.72,35.4
358,0,FeA,0,4,0,24,6,1,21.24,63.72,35.4
359,0,FeA,0,4,0,24,6,1,24.78,63.72,35.4
360,0,FeA,0,4,0,24,6,1,28.32,63.72,35.4
361,0,FeA,0,4,0,24,6,1,31.86,63.72,35.4
362,0,FeA,0,4,0,24,6,1,35.4,63.72,35.4
363,0,FeA,0,4,0,24,6,1,38.94,63.72,35.4
364,0,FeA,0,4,0,24,6,1,42.48,63.72,35.4
365,0,FeA,0,4,0,24,6,1,46.02,63.72,35.4
366,0,FeA,0,4,0,24,6,1,49.56,63.72,35.4
367,0,FeA,0,4,0,24,6,1,53.1,63.72,35.4
368,0,FeA,0,4,0,24,6,1,56.64,63.72,35.4
369,0,FeA,0,4,0,24,6,1,60.18,63.72,35.4
370,0,FeA,0,4,0,24,6,1,63.72,63.72,35.4
371,0,FeA,0,4,0,24,6,1,67.26,63.72,35.4
372,0,FeA,0,4,0,24,6,1,70.8,63.72,35.4
373,0,FeA,0,4,0,24,5,1,74.34,63.72,35.4
374,0,FeA,0,4,0,24,5,1,0,67.26,35.4
375,0,FeA,0,4,0,24,6,1,3.54,67.26,35.4
376,0,FeA,0,4,0,24,6,1,7.08,67.26,35.4
377,0,FeA,0,4,0,24,6,1,10.62,67.26,35.4
378,0,FeA,0,4,0,24,6,1,14.16,67.26,35.4
379,0,FeA,0,4,0,24,6,1,17.7,67.26,35.4
380,0,FeA,0,4,0,24,6,1,21.24,67.26,35.4
381,0,FeA,0,4,0,24,6,1,24.78,67.26,35.4
382,0,FeA,0,4,0,24,6,1,28.32,67.26,35.4
383,0,FeA,0,4,0,24,6,1,31.86,67.26,35.4
384,0,FeA,0,4,0,24,6,1,35.4,67.26,35.4
385,0,FeA,0,4,0,24,6,1,38.94,67.26,35.4
386,0,FeA,0,4,0,24,6,1,42.48,67.26,35.4
387,0,FeA,0,4,0,24,6,1,46.02,67.26,35.4
388,0,FeA,0,4,0,24,6,1,49.56,67.26,35.4
389,0,FeA,0,4,0,24,6,1,53.1,67.26,35.4
390,0,FeA,0,4,0,24,6,1,56.64,67.26,35.4
391,0,FeA,0,4,0,24,6,1,60.18,67.26,35.4
392,0,FeA,0,4,0,24,6,1,63.72,67.26,35.4
393,0,FeA,0,4,0,24,6,1,67.26,67.26,35.4
394,0,FeA,0,4,0,24,6,1,70.8,67.26,35.4
395,0,FeA,0,4,0,24,5,1,74.34,67.26,35.4
396,0,FeA,0,4,0,24,5,1,0,70.8,35.4
397,0,FeA,0,4,0,24,6,1,3.54,70.8,35.4
398,0,FeA,0,4,0,24,6,1,7.08,70.8,35.4
399,0,FeA,0,4,0,24,6,1,10.62,70.8,35.4
400,0,FeA,0,4,0,24,6,1,14.16,70.8,35.4
401,0,FeA,0,4,0,24,6,1,17.7,70.8,35.4
402,0,FeA,0,4,0,24,6,1,21.24,70.8,35.4
403,0,FeA,0,4,0,24,6,1,24.78,70.8,35.4
404,0,FeA,0,4,0,24,6,1,28.32,70.8,35.4
405,0,FeA,0,4,0,24,6,1,31.86,70.8,35.4
406,0,FeA,0,4,0,24,6,1,35.4,70.8,35.4
407,0,FeA,0,4,0,24,6,1,38.94,70.8,35.4
408,0,FeA,0,4,0,24,6,1,42.48,70.8,35.4
409,0,FeA,0,4,0,24,6,1,46.02,70.8,35.4
410,0,FeA,0,4,0,24,6,1,49.524,6,1,70.8,28.32,35.4
417,0,FeA,0,4,0,24,5,1,74.34,28.32,35.4
418,0,FeA,0,4,0,24,5,1,0,31.86,35.4
419,0,FeA,0,4,0,24,6,1,3.54,31.86,35.4
420,0,FeA,0,4,0,24,6,1,7.08,31.86,35.4
421,0,FeA,0,4,0,24,6,1,10.62,31.86,35.4
422,0,FeA,0,4,0,24,6,1,14.16,31.86,35.4
423,0,FeA,0,4,0,24,6,1,17.7,31.86,35.4
424,0,FeA,0,4,0,24,6,1,21.24,31.86,35.4
425,0,FeA,0,4,0,24,6,1,24.78,31.86,35.4
426,0,FeA,0,4,0,24,6,1,28.32,31.86,35.4
427,0,FeA,0,4,0,24,6,1,31.86,31.86,35.4
428,0,FeA,0,4,0,24,6,1,35.4,31.86,35.4
429,0,FeA,0,4,0,24,6,1,38.94,31.86,35.4
430,0,FeA,0,4,0,24,6,1,42.48,31.86,35.4
431,0,FeA,0,4,0,24,6,1,46.02,31.86,35.4
432,0,FeA,0,4,0,24,6,1,49.56,31.86,35.4
433,0,FeA,0,4,0,24,6,1,53.1,31.86,35.4
434,0,FeA,0,4,0,24,6,1,56.64,31.86,35.4
435,0,FeA,0,4,0,24,6,1,60.18,31.86,35.4
436,0,FeA,0,4,0,24,6,1,63.72,31.86,35.4
437,0,FeA,0,4,0,24,6,1,67.26,31.86,35.4
438,0,FeA,0,4,0,24,6,1,70.8,31.86,35.4
439,0,FeA,0,4,0,24,5,1,74.34,31.86,35.4
440,0,FeA,0,4,0,24,4,1,0,0,38.94
441,0,FeA,0,4,0,24,5,1,3.54,0,38.94
