atom_id,uc_id,type,FeO_coord,threshold,is_surface_after_pbc,n_pbc_uc,total_interactions,excluded_due_to_pbc,x,y,z
2059,0,FeA,0,4,0,24,0,0,46.02,38.94,70.8
2060,0,FeA,0,4,0,24,0,0,49.56,38.94,70.8
2061,0,FeA,0,4,0,24,0,0,53.1,38.94,70.8
2062,0,FeA,0,4,0,24,0,0,56.64,38.94,70.8
2063,0,FeA,0,4,0,24,0,0,60.18,38.94,70.8
2064,0,FeA,0,4,0,24,0,0,63.72,38.94,70.8
2065,0,FeA,0,4,0,24,0,0,67.26,38.94,70.8
2066,0,FeA,0,4,0,24,0,0,70.8,38.94,70.8
2067,0,FeA,0,4,0,24,0,0,74.34,38.94,70.8
2068,0,FeA,0,4,0,24,0,0,0,38.94,74.34
2069,0,FeA,0,4,0,24,0,0,3.54,38.94,74.34
2070,0,FeA,0,4,0,24,0,0,7.08,38.94,74.34
2071,0,FeA,0,4,0,24,0,0,10.62,38.94,74.34
2072,0,FeA,0,4,0,24,0,0,14.16,38.94,74.34
2073,0,FeA,0,4,0,24,0,0,17.7,38.94,74.34
2074,0,FeA,0,4,0,24,0,0,21.24,38.94,74.34
2075,0,FeA,0,4,0,24,0,0,24.78,38.94,74.34
2076,0,FeA,0,4,0,24,0,0,28.32,38.94,74.34
2077,0,FeA,0,4,0,24,0,0,31.86,38.94,74.34
2078,0,FeA,0,4,0,24,0,0,35.4,38.94,74.34
2079,0,FeA,0,4,0,24,0,0,38.94,38.94,74.34
2080,0,FeA,0,4,0,24,0,0,42.48,38.94,74.34
2081,0,FeA,0,4,0,24,0,0,46.02,38.94,74.34
2082,0,FeA,0,4,0,24,0,0,49.56,38.94,74.34
2083,0,FeA,0,4,0,24,0,0,53.1,38.94,74.34
2084,0,FeA,0,4,0,24,0,0,56.64,38.94,74.34
2085,0,FeA,0,4,0,24,0,0,60.18,38.94,74.34
2086,0,FeA,0,4,0,24,0,0,63.72,38.94,74.34
2087,0,FeA,0,4,0,24,0,0,67.26,38.94,74.34
2088,0,FeA,0,4,0,24,0,0,70.8,38.94,74.34
2089,0,FeA,0,4,0,24,0,0,74.34,38.94,74.34
.32
2123,0,FeA,0,4,0,24,0,0,38.94,0,28.32
2124,0,FeA,0,4,0,24,0,0,42.48,0,28.32
2125,0,FeA,0,4,0,24,0,0,46.02,0,28.32
2126,0,FeA,0,4,0,24,0,0,49.56,0,28.32
2127,0,FeA,0,4,0,24,0,0,53.1,0,28.32
2128,0,FeA,0,4,0,24,0,0,56.64,0,28.32
2129,0,FeA,0,4,0,24,0,0,60.18,0,28.32
2130,0,FeA,0,4,0,24,0,0,63.72,0,28.32
2131,0,FeA,0,4,0,24,0,0,67.26,0,28.32
2132,0,FeA,0,4,0,24,0,0,70.8,0,28.32
2133,0,FeA,0,4,0,24,0,0,74.34,0,28.32
2134,0,FeA,0,4,0,24,0,0,0,3.54,28.32
2135,0,FeA,0,4,0,24,0,0,3.54,3.54,28.32
2136,0,FeA,0,4,0,24,0,0,7.08,3.54,28.32
2137,0,FeA,0,4,0,24,0,0,10.62,3.54,28.32
2138,0,FeA,0,4,0,24,0,0,14.16,3.54,28.32
2139,0,FeA,0,4,0,24,0,0,17.7,3.54,28.32
2140,0,FeA,0,4,0,24,0,0,21.24,3.54,28.32
2141,0,FeA,0,4,0,24,0,0,24.78,3.54,28.32
2142,0,FeA,0,4,0,24,0,0,28.32,3.54,28.32
2143,0,FeA,0,4,0,24,0,0,31.86,3.54,28.32
2144,0,FeA,0,4,0,24,0,0,35.4,3.54,28.32
2145,0,FeA,0,4,0,24,0,0,38.94,3.54,28.32
2146,0,FeA,0,4,0,24,0,0,42.48,3.54,28.32
2147,0,FeA,0,4,0,24,0,0,46.02,3.54,28.32
2148,0,FeA,0,4,0,24,0,0,49.56,3.54,28.32
2149,0,FeA,0,4,0,24,0,0,53.1,3.54,28.32
2150,0,FeA,0,4,0,24,0,0,56.64,3.54,28.32
2151,0,FeA,0,4,0,24,0,0,60.18,3.54,28.32
2152,0,FeA,0,4,0,24,0,0,63.72,3.54,28.32
2153,0,FeA,0,4,0,24,0,0,67.26,3.54,28.32
2154,0,FeA,0,4,0,24,0,0,70.8,3.54,28.32
2155,0,FeA,0,4,0,24,0,0,74.34,3.54,28.32
2156,0,FeA,0,4,0,24,0,0,0,7.08,28.32
2157,0,FeA,0,4,0,24,0,0,3.54,7.08,28.32
2158,0,FeA,0,4,0,24,0,0,7.08,7.08,28.32
2159,0,FeA,0,4,0,24,0,0,10.62,7.08,28.32
2160,0,FeA,0,4,0,24,0,0,14.16,7.08,28.32
2161,0,FeA,0,4,0,24,0,0,17.7,7.08,28.32
2162,0,FeA,0,4,0,24,0,0,21.24,7.08,28.32
2163,0,FeA,0,4,0,24,0,0,24.78,7.08,28.32
2164,0,FeA,0,4,0,24,0,0,28.32,7.08,28.32
2165,0,FeA,0,4,0,24,0,0,31.86,7.08,28.32
2166,0,FeA,0,4,0,24,0,0,35.4,7.08,28.32
2167,0,FeA,0,4,0,24,0,0,38.94,7.08,28.32
2168,0,FeA,0,4,0,24,0,0,42.48,7.08,28.32
2169,0,FeA,0,4,0,24,0,0,46.02,7.08,28.32
2170,0,FeA,0,4,0,24,0,0,49.56,7.08,28.32
2171,0,FeA,0,4,0,24,0,0,53.1,7.08,28.32
2172,0,FeA,0,4,0,24,0,0,56.64,7.08,28.32
2173,0,FeA,0,4,0,24,0,0,60.18,7.08,28.32
2174,0,FeA,0,4,0,24,0,0,63.72,7.08,28.32
2175,0,FeA,0,4,0,24,0,0,67.26,7.08,28.32
2176,0,FeA,0,4,0,24,0,0,70.8,7.08,28.32
2177,0,FeA,0,4,0,24,0,0,74.34,7.08,28.32
2178,0,FeA,0,4,0,24,0,0,0,10.62,28.32
2179,0,FeA,0,4,0,24,0,0,3.54,10.62,28.32
2180,0,FeA,0,4,0,24,0,0,7.08,10.62,28.32
2181,0,FeA,0,4,0,24,0,0,10.62,10.62,28.32
2182,0,FeA,0,4,0,24,0,0,14.16,10.62,28.32
2183,0,FeA,0,4,0,24,0,0,17.7,10.62,28.32
2184,0,FeA,0,4,0,24,0,0,21.24,10.62,28.32
2185,0,FeA,0,4,0,24,0,0,24.78,10.62,28.32
2186,0,FeA,0,4,0,24,0,0,28.32,10.62,28.32
2187,0,FeA,0,4,0,24,0,0,31.86,10.62,28.32
2188,0,FeA,0,4,0,24,0,0,35.4,10.62,28.32
2189,0,FeA,0,4,0,24,0,0,38.94,10.62,28.32
2190,0,FeA,0,4,0,24,0,0,42.48,10.62,28.32
2191,0,FeA,0,4,0,24,0,0,46.02,10.62,28.32
2192,0,FeA,0,4,0,24,0,0,49.56,10.62,28.32
2193,0,FeA,0,4,0,24,0,0,53.1,10.62,28.32
2194,0,FeA,0,4,0,24,0,0,56.64,10.62,28.32
2195,0,FeA,0,4,0,24,0,0,60.18,10.62,28.32
2196,0,FeA,0,4,0,24,0,0,63.72,10.62,28.32
2197,0,FeA,0,4,0,24,0,0,67.26,10.62,28.32
2198,0,FeA,0,4,0,24,0,0,70.8,10.62,28.32
2199,0,FeA,0,4,0,24,0,0,74.34,10.62,28.32
2200,0,FeA,0,4,0,24,0,0,0,14.16,28.32
2201,0,FeA,0,4,0,24,0,0,3.54,14.16,28.32
2202,0,FeA,0,4,0,24,0,0,7.08,14.16,28.32
2203,0,FeA,0,4,0,24,0,0,10.62,14.16,28.32
2204,0,FeA,0,4,0,24,0,0,14.16,14.16,28.32
2205,0,FeA,0,4,0,24,0,0,17.7,14.16,28.32
2206,0,FeA,0,4,0,24,0,0,21.24,14.16,28.32
2207,0,FeA,0,4,0,24,0,0,24.78,14.16,28.32
2208,0,FeA,0,4,0,24,0,0,28.32,14.16,28.32
2209,0,FeA,0,4,0,24,0,0,31.86,14.16,28.32
2210,0,FeA,0,4,0,24,0,0,35.4,14.16,28.32
2211,0,FeA,0,4,0,24,0,0,38.94,14.16,28.32
2212,0,FeA,0,4,0,24,0,0,42.48,14.16,28.32
2213,0,FeA,0,4,0,24,0,0,46.02,14.16,28.32
2214,0,FeA,0,4,0,24,0,0,49.56,14.16,28.32
2215,0,FeA,0,4,0,24,0,0,53.1,14.16,28.32
2216,0,FeA,0,4,0,24,0,0,56.64,14.16,28.32
2217,0,FeA,0,4,0,24,0,0,60.18,14.16,28.32
2218,0,FeA,0,4,0,24,0,0,63.72,14.16,28.32
2219,0,FeA,0,4,0,24,0,0,67.26,14.16,28.32
2220,0,FeA,0,4,0,24,0,0,70.8,14.16,28.32
2221,0,FeA,0,4,0,24,0,0,74.34,14.16,28.32
2222,0,FeA,0,4,0,24,0,0,0,17.7,28.32
2223,0,FeA,0,4,0,24,0,0,3.54,17.7,28.32
2224,0,FeA,0,4,0,24,0,0,7.08,17.7,28.32
2225,0,FeA,0,4,0,24,0,0,10.62,17.7,28.32
2226,0,FeA,0,4,0,24,0,0,14.16,17.7,28.32
2227,0,FeA,0,4,0,24,0,0,17.7,17.7,28.32
2228,0,FeA,0,4,0,24,0,0,21.24,17.7,28.32
2229,0,FeA,0,4,0,24,0,0,24.78,17.7,28.32
2230,0,FeA,0,4,0,24,0,0,28.32,17.7,28.32
2231,0,FeA,0,4,0,24,0,0,31.86,17.7,28.32
2232,0,FeA,0,4,0,24,0,0,35.4,17.7,28.32
2233,0,FeA,0,4,0,24,0,0,38.94,17.7,28.32
2234,0,FeA,0,4,0,24,0,0,42.48,17.7,28.32
2235,0,FeA,0,4,0,24,0,0,46.02,17.7,28.32
2236,0,FeA,0,4,0,24,0,0,49.56,17.7,28.32
2237,0,FeA,0,4,0,24,0,0,53.1,17.7,28.32
2238,0,FeA,0,4,0,24,0,0,56.64,17.7,28.32
2239,0,FeA,0,4,0,24,0,0,60.18,17.7,28.32
2240,0,FeA,0,4,0,24,0,0,63.72,17.7,28.32
2241,0,FeA,0,4,0,24,0,0,67.26,17.7,28.32
2242,0,FeA,0,4,0,24,0,0,70.8,17.7,28.32
2243,0,FeA,0,4,0,24,0,0,74.34,17.7,28.32
2244,0,FeA,0,4,0,24,0,0,0,21.24,28.32
2245,0,FeA,0,4,0,24,0,0,3.54,21.24,28.32
2246,0,FeA,0,4,0,24,0,0,7.08,21.24,28.32
2247,0,FeA,0,4,0,24,0,0,10.62,21.24,28.32
2248,0,FeA,0,4,0,24,0,0,14.16,21.24,28.32
2249,0,FeA,0,4,0,24,0,0,17.7,21.24,28.32
2250,0,FeA,0,4,0,24,0,0,21.24,21.24,28.32
2251,0,FeA,0,4,0,24,0,0,24.78,21.24,28.32
2252,0,FeA,0,4,0,24,0,0,28.32,21.24,28.32
2253,0,FeA,0,4,0,24,0,0,31.86,21.24,28.32
2254,0,FeA,0,4,0,24,0,0,35.4,21.24,28.32
2255,0,FeA,0,4,0,24,0,0,38.94,21.24,28.32
2256,0,FeA,0,4,0,24,0,0,42.48,21.24,28.32
2257,0,FeA,0,4,0,24,0,0,46.02,21.24,28.32
2258,0,FeA,0,4,0,24,0,0,49.56,21.24,28.32
2259,0,FeA,0,4,0,24,0,0,53.1,21.24,28.32
2260,0,FeA,0,4,0,24,0,0,56.64,21.24,28.32
2261,0,FeA,0,4,0,24,0,0,60.18,21.24,28.32
2262,0,FeA,0,4,0,24,0,0,63.72,21.24,28.32
2263,0,FeA,0,4,0,24,0,0,67.26,21.24,28.32
2264,0,FeA,0,4,0,24,0,0,70.8,21.24,28.32
2265,0,FeA,0,4,0,24,0,0,74.34,21.24,28.32
2266,0,FeA,0,4,0,24,0,0,0,24.78,28.32
2267,0,FeA,0,4,0,24,0,0,3.54,24.78,28.32
2268,0,FeA,0,4,0,24,0,0,7.08,24.78,28.32
2269,0,FeA,0,4,0,24,0,0,10.62,24.78,28.32
2270,0,FeA,0,4,0,24,0,0,14.16,24.78,28.32
2271,0,FeA,0,4,0,24,0,0,17.7,24.78,28.32
2272,0,FeA,0,4,0,24,0,0,21.24,24.78,28.32
2273,0,FeA,0,4,0,24,0,0,24.78,24.78,28.32
2274,0,FeA,0,4,0,24,0,0,28.32,24.78,28.32
2
22,0,FeA,0,4,0,24,0,0,31.86,24.78,28.32
2276,0,FeA,0,4,0,24,0,0,35.4,24.78,28.32
2277,0,FeA,0,4,0,24,0,0,38.94,24.78,28.32
2278,0,FeA,0,4,0,24,0,0,42.48,24.78,28.32
2279,0,FeA,0,4,0,24,0,0,46.02,24.78,28.32
2280,0,FeA,0,4,0,24,0,0,49.56,24.78,28.32
2281,0,FeA,0,4,0,24,0,0,53.1,24.78,28.32
2282,0,FeA,0,4,0,24,0,0,56.64,24.78,28.32
2283,0,FeA,0,4,0,24,0,0,60.18,24.78,28.32
2284,0,FeA,0,4,0,24,0,0,63.72,24.78,28.32
2285,0,FeA,0,4,0,24,0,0,67.26,24.78,28.32
2286,0,FeA,0,4,0,24,0,0,70.8,24.78,28.32
2287,0,FeA,0,4,0,24,0,0,74.34,24.78,28.32
2288,0,FeA,0,4,0,24,0,0,0,28.32,28.32
2289,0,FeA,0,4,0,24,0,0,3.54,28.32,28.32
2290,0,FeA,0,4,0,24,0,0,7.08,28.32,28.32
2291,0,FeA,0,4,0,24,0,0,10.62,28.32,28.32
2292,0,FeA,0,4,0,24,0,0,14.16,28.32,28.32
2293,0,FeA,0,4,0,24,0,0,17.7,28.32,28.32
2294,0,FeA,0,4,0,24,0,0,21.24,28.32,28.32
2295,0,FeA,0,4,0,24,0,0,24.78,28.32,28.32
2296,0,FeA,0,4,0,24,0,0,28.32,28.32,28.32
2297,0,FeA,0,4,0,24,0,0,31.86,28.32,28.32
2298,0,FeA,0,4,0,24,0,0,35.4,28.32,28.32
2299,0,FeA,0,4,0,24,0,0,38.94,28.32,28.32
2300,0,FeA,0,4,0,24,0,0,42.48,28.32,28.32
2301,0,FeA,0,4,0,24,0,0,46.02,28.32,28.32
2302,0,FeA,0,4,0,24,0,0,49.56,28.32,28.32
2303,0,FeA,0,4,0,24,0,0,53.1,28.32,28.32
2304,0,FeA,0,4,0,24,0,0,56.64,28.32,28.32
2305,0,FeA,0,4,0,24,0,0,60.18,28.32,28.32
2306,0,FeA,0,4,0,24,0,0,63.72,28.32,28.32
2307,0,FeA,0,4,0,24,0,0,67.26,28.32,28.32
2308,0,FeA,0,4,0,24,0,0,70.8,28.32,28.32
2309,0,FeA,0,4,0,24,0,0,74.34,28.32,28.32
2310,0,FeA,0,4,0,24,0,0,0,31.86,28.32
2311,0,FeA,0,4,0,24,0,0,3.54,31.86,28.32
2312,0,FeA,0,4,0,24,0,0,7.08,31.86,28.32
2313,0,FeA,0,4,0,24,0,0,10.62,31.86,28.32
2314,0,FeA,0,4,0,24,0,0,14.16,31.86,28.32
2315,0,FeA,0,4,0,24,0,0,17.7,31.86,28.32
2316,0,FeA,0,4,0,24,0,0,21.24,31.86,28.32
2317,0,FeA,0,4,0,24,0,0,24.78,31.86,28.32
2318,0,FeA,0,4,0,24,0,0,28.32,31.86,28.32
2319,0,FeA,0,4,0,24,0,0,31.86,31.86,28.32
2320,0,FeA,0,4,0,24,0,0,35.4,31.86,28.32
2321,0,FeA,0,4,0,24,0,0,38.94,31.86,28.32
2322,0,FeA,0,4,0,24,0,0,42.48,31.86,28.32
2323,0,FeA,0,4,0,24,0,0,46.02,31.86,28.32
2324,0,FeA,0,4,0,24,0,0,49.56,31.86,28.32
2325,0,FeA,0,4,0,24,0,0,53.1,31.86,28.32
2326,0,FeA,0,4,0,24,0,0,56.64,31.86,28.32
2327,0,FeA,0,4,0,24,0,0,60.18,31.86,28.32
2328,0,FeA,0,4,0,24,0,0,63.72,31.86,28.32
2329,0,FeA,0,4,0,24,0,0,67.26,31.86,28.32
2330,0,FeA,0,4,0,24,0,0,70.8,31.86,28.32
2331,0,FeA,0,4,0,24,0,0,74.34,31.86,28.32
2332,0,FeA,0,4,0,24,0,0,0,35.4,28.32
2333,0,FeA,0,4,0,24,0,0,3.54,35.4,28.32
2334,0,FeA,0,4,0,24,0,0,7.08,35.4,28.32
2335,0,FeA,0,4,0,24,0,0,10.62,35.4,28.32
2336,0,FeA,0,4,0,24,0,0,14.16,35.4,28.32
2337,0,FeA,0,4,0,24,0,0,17.7,35.4,28.32
2338,0,FeA,0,4,0,24,0,0,21.24,35.4,28.32
2339,0,FeA,0,4,0,24,0,0,24.78,35.4,28.32
2340,0,FeA,0,4,0,24,0,0,28.32,35.4,28.32
2341,0,FeA,0,4,0,24,0,0,31.86,35.4,28.32
2342,0,FeA,0,4,0,24,0,0,35.4,35.4,28.32
2343,0,FeA,0,4,0,24,0,0,38.94,35.4,28.32
2344,0,FeA,0,4,0,24,0,0,42.48,35.4,28.32
2345,0,FeA,0,4,0,24,0,0,46.02,35.4,28.32
2346,0,FeA,0,4,0,24,0,0,49.56,35.4,28.32
2347,0,FeA,0,4,0,24,0,0,53.1,35.4,28.32
2348,0,FeA,0,4,0,24,0,0,56.64,35.4,28.32
2349,0,FeA,0,4,0,24,0,0,60.18,35.4,28.32
2350,0,FeA,0,4,0,24,0,0,63.72,35.4,28.32
2351,0,FeA,0,4,0,24,0,0,67.26,35.4,28.32
2352,0,FeA,0,4,0,24,0,0,70.8,35.4,28.32
2353,0,FeA,0,4,0,24,0,0,74.34,35.4,28.32
78,70.8,53.1
2296,0,FeA,0,4,0,24,0,0,28.32,70.8,53.1
2297,0,FeA,0,4,0,24,0,0,31.86,70.8,53.1
2298,0,FeA,0,4,0,24,0,0,35.4,70.8,53.1
2299,0,FeA,0,4,0,24,0,0,38.94,70.8,53.1
2300,0,FeA,0,4,0,24,0,0,42.48,70.8,53.1
2301,0,FeA,0,4,0,24,0,0,46.02,70.8,53.1
2302,0,FeA,0,4,0,24,0,0,49.56,70.8,53.1
2303,0,FeA,0,4,0,24,0,0,53.1,70.8,53.1
2304,0,FeA,0,4,0,24,0,0,56.64,70.8,53.1
2305,0,FeA,0,4,0,24,0,0,60.18,70.8,53.1
2306,0,FeA,0,4,0,24,0,0,63.72,70.8,53.1
2307,0,FeA,0,4,0,24,0,0,67.26,70.8,53.1
2308,0,FeA,0,4,0,24,0,0,70.8,70.8,53.1
2309,0,FeA,0,4,0,24,0,0,74.34,70.8,53.1
2310,0,FeA,0,4,0,24,0,0,0,74.34,53.1
2311,0,FeA,0,4,0,24,0,0,3.54,74.34,53.1
2312,0,FeA,0,4,0,24,0,0,7.08,74.34,53.1
2313,0,FeA,0,4,0,24,0,0,10.62,74.34,53.1
2314,0,FeA,0,4,0,24,0,0,14.16,74.34,53.1
2315,0,FeA,0,4,0,24,0,0,17.7,74.34,53.1
2316,0,FeA,0,4,0,24,0,0,21.24,74.34,53.1
2317,0,FeA,0,4,0,24,0,0,24.78,74.34,53.1
2318,0,FeA,0,4,0,24,0,0,28.32,74.34,53.1
2319,0,FeA,0,4,0,24,0,0,31.86,74.34,53.1
2320,0,FeA,0,4,0,24,0,0,35.4,74.34,53.1
2321,0,FeA,0,4,0,24,0,0,38.94,74.34,53.1
2322,0,FeA,0,4,0,24,0,0,42.48,74.34,53.1
2323,0,FeA,0,4,0,24,0,0,46.02,74.34,53.1
2324,0,FeA,0,4,0,24,0,0,49.56,74.34,53.1
2325,0,FeA,0,4,0,24,0,0,53.1,74.34,53.1
2326,0,FeA,0,4,0,24,0,0,56.64,74.34,53.1
2327,0,FeA,0,4,0,24,0,0,60.18,74.34,53.1
2328,0,FeA,0,4,0,24,0,0,63.72,74.34,53.1
2329,0,FeA,0,4,0,24,0,0,67.26,74.34,53.1
2330,0,FeA,0,4,0,24,0,0,70.8,74.34,53.1
2331,0,FeA,0,4,0,24,0,0,74.34,74.34,53.1
